,G_losses,D_losses
86,-14.325126647949219,-12.85319995880127
87,-11.951934814453125,-11.093883514404297
88,-13.878557205200195,-12.74588394165039
89,-13.794379234313965,-13.327152252197266
90,-11.856536865234375,-12.696284294128418
91,-12.31662368774414,-13.430660247802734
92,-10.252006530761719,-13.496786117553711
93,-10.7769193649292,-13.284456253051758
94,-9.638565063476562,-12.192924499511719
95,-10.028704643249512,-12.914135932922363
96,-10.386200904846191,-14.500146865844727
97,-12.467453002929688,-13.616657257080078
98,-8.975025177001953,-11.208037376403809
99,-9.91228199005127,-14.116458892822266
100,-9.92660903930664,-13.643555641174316
101,-11.290084838867188,-16.152097702026367
102,-9.364799499511719,-12.01011848449707
103,-9.079862594604492,-11.828940391540527
104,-11.288695335388184,-15.396282196044922
105,-9.008705139160156,-12.944461822509766
106,-8.787280082702637,-13.04187297821045
107,-10.012263298034668,-14.02806282043457
108,-10.30111312866211,-15.501662254333496
109,-9.53075122833252,-12.648003578186035
110,-10.508191108703613,-16.566287994384766
111,-10.436488151550293,-16.769241333007812
112,-9.818883895874023,-14.519891738891602
113,-8.858421325683594,-11.686911582946777
114,-10.420249938964844,-15.91979694366455
115,-8.721029281616211,-12.534710884094238
116,-11.237028121948242,-17.682849884033203
117,-9.945261001586914,-12.334823608398438
118,-9.137320518493652,-12.083786964416504
119,-9.261553764343262,-12.50723648071289
120,-10.25239086151123,-13.527941703796387
121,-9.788320541381836,-13.148754119873047
122,-10.60045051574707,-17.127466201782227
123,-10.883567810058594,-14.380444526672363
124,-9.884528160095215,-14.335097312927246
125,-8.222647666931152,-12.560917854309082
126,-9.545355796813965,-12.966626167297363
127,-10.094436645507812,-15.488378524780273
128,-9.357990264892578,-16.58053207397461
129,-8.414478302001953,-14.48703670501709
130,-10.013896942138672,-18.727643966674805
131,-9.54682731628418,-13.84273910522461
132,-10.749078750610352,-19.13076400756836
133,-10.6441650390625,-15.569100379943848
134,-11.45853042602539,-16.680828094482422
135,-10.343459129333496,-13.88306713104248
136,-9.920854568481445,-15.280610084533691
137,-10.84410285949707,-15.781494140625
138,-9.376113891601562,-13.411477088928223
139,-8.621404647827148,-18.083816528320312
140,-9.761116981506348,-17.298316955566406
141,-10.291522979736328,-10.221844673156738
142,-11.086053848266602,-17.623516082763672
143,-10.632402420043945,-15.160181999206543
144,-12.011406898498535,-18.711868286132812
145,-10.991211891174316,-18.624696731567383
146,-9.75446605682373,-17.146514892578125
147,-9.491399765014648,-13.576709747314453
148,-10.015820503234863,-18.679832458496094
149,-11.548261642456055,-23.074726104736328
150,-12.074339866638184,-16.183509826660156
151,-12.991415023803711,-21.63528823852539
152,-12.517784118652344,-21.816104888916016
153,-12.954018592834473,-18.09700584411621
154,-12.226663589477539,-21.507877349853516
155,-11.624417304992676,-12.784226417541504
156,-12.37057113647461,-16.533836364746094
157,-14.924468040466309,-21.36225128173828
158,-16.977611541748047,-19.97772979736328
159,-16.089662551879883,-23.78774070739746
160,-16.484756469726562,-20.429109573364258
161,-17.713226318359375,-24.89498519897461
162,-18.286073684692383,-21.316036224365234
163,-18.262569427490234,-17.437824249267578
164,-22.054615020751953,-18.85995101928711
165,-23.35812759399414,-23.088354110717773
166,-18.936246871948242,-21.970165252685547
167,-19.90428924560547,-16.417367935180664
168,-19.052383422851562,-16.839143753051758
169,-21.352327346801758,-17.384145736694336
170,-19.89803695678711,-15.365513801574707
171,-18.108963012695312,-16.676923751831055
172,-21.15834617614746,-16.23984146118164
173,-21.0079345703125,-14.671673774719238
174,-21.82640266418457,-15.532919883728027
175,-24.761844635009766,-18.814422607421875
176,-22.083887100219727,-18.423994064331055
177,-23.85984230041504,-15.97326374053955
178,-25.8374080657959,-14.578012466430664
179,-28.774364471435547,-15.5318603515625
180,-25.6517276763916,-17.707378387451172
181,-21.30150604248047,-12.313586235046387
182,-21.690448760986328,-14.521688461303711
183,-23.13753318786621,-15.543500900268555
184,-23.11017417907715,-15.580854415893555
185,-23.09964370727539,-14.84592342376709
186,-23.200031280517578,-15.532938957214355
187,-20.186031341552734,-13.435400009155273
188,-25.608531951904297,-11.594083786010742
189,-21.488262176513672,-12.285093307495117
190,-23.45264434814453,-12.017361640930176
191,-22.527206420898438,-12.850140571594238
192,-23.591251373291016,-14.727826118469238
193,-21.5345458984375,-13.097477912902832
194,-25.11063003540039,-13.816213607788086
195,-20.1478328704834,-16.301837921142578
196,-22.48159408569336,-13.6839599609375
197,-23.34946632385254,-13.849274635314941
198,-20.89438247680664,-12.785186767578125
199,-20.90258026123047,-11.724925994873047
200,-18.510997772216797,-12.37774658203125
201,-19.464900970458984,-9.674118041992188
202,-19.560447692871094,-12.773900985717773
203,-19.033538818359375,-11.494109153747559
204,-20.081829071044922,-6.979147434234619
205,-17.899599075317383,-12.080223083496094
206,-15.46605110168457,-14.971243858337402
207,-19.094959259033203,-14.381158828735352
208,-15.786697387695312,-10.952136993408203
209,-18.40052032470703,-13.345741271972656
210,-18.525840759277344,-14.168534278869629
211,-15.868929862976074,-10.679986000061035
212,-17.486927032470703,-12.900970458984375
213,-15.378539085388184,-12.050002098083496
214,-15.407029151916504,-14.592564582824707
215,-16.192392349243164,-11.024067878723145
216,-16.292633056640625,-9.48410701751709
217,-15.274486541748047,-8.889280319213867
218,-16.140758514404297,-10.080044746398926
219,-15.819403648376465,-9.20543384552002
220,-16.781574249267578,-9.773963928222656
221,-15.876420974731445,-6.485908031463623
222,-13.912516593933105,-4.538647174835205
223,-12.330089569091797,-8.743070602416992
224,-13.577043533325195,-10.847625732421875
225,-14.053619384765625,-7.782098293304443
226,-12.485588073730469,-9.620914459228516
227,-12.879068374633789,-7.343317985534668
228,-11.930164337158203,-7.715941905975342
229,-12.678993225097656,-7.4012908935546875
230,-11.581725120544434,-5.801752090454102
231,-11.716754913330078,-5.983509063720703
232,-13.50468635559082,-7.641879081726074
233,-9.864219665527344,-4.894798278808594
234,-13.310723304748535,-6.055006504058838
235,-12.037090301513672,-14.083808898925781
236,-9.890336990356445,-5.55806303024292
237,-9.901691436767578,-5.963708400726318
238,-10.242559432983398,-2.7067556381225586
239,-10.594183921813965,-5.558890342712402
240,-10.405373573303223,1.8496038913726807
241,-9.168962478637695,-4.00834846496582
242,-10.26832103729248,-1.9964110851287842
243,-9.498539924621582,-3.9164364337921143
244,-10.25408935546875,-10.571391105651855
245,-10.055357933044434,-3.64546799659729
246,-9.616561889648438,-1.7296416759490967
247,-7.86856746673584,-2.9320731163024902
248,-10.825735092163086,-4.132582664489746
249,-10.003353118896484,-1.8712453842163086
250,-9.224181175231934,-3.1405863761901855
251,-9.645695686340332,0.15811145305633545
252,-9.046473503112793,-3.2811264991760254
253,-9.58414077758789,-3.360447645187378
254,-9.836512565612793,0.5816229581832886
255,-9.783842086791992,0.09572112560272217
256,-8.351924896240234,2.002394914627075
257,-9.771100997924805,0.05963520705699921
258,-9.543164253234863,0.655454158782959
259,-8.353547096252441,-1.316636323928833
260,-8.396635055541992,0.7668201923370361
261,-9.794677734375,-0.01922748237848282
262,-8.033602714538574,5.2175445556640625
263,-8.770218849182129,0.5954207181930542
264,-9.870200157165527,3.317800998687744
265,-8.414857864379883,6.566381454467773
266,-9.452865600585938,4.538506984710693
267,-9.092706680297852,0.8127241730690002
268,-8.336454391479492,1.9067398309707642
269,-8.326347351074219,4.918529033660889
270,-7.483579635620117,4.3795623779296875
271,-7.543624401092529,4.351350784301758
272,-8.948966026306152,2.370849132537842
273,-8.517613410949707,5.009294033050537
274,-8.67546558380127,3.2442803382873535
275,-8.964775085449219,3.908935785293579
276,-7.977962017059326,0.9885200262069702
277,-7.863041400909424,-1.1834368705749512
278,-8.470641136169434,-1.2935675382614136
279,-9.550317764282227,-3.8085625171661377
280,-8.206345558166504,2.679295063018799
281,-7.580962181091309,4.985534191131592
282,-8.095437049865723,9.110821723937988
283,-8.03917121887207,9.425796508789062
284,-8.442121505737305,8.05411148071289
285,-8.347416877746582,5.341686725616455
286,-7.689098834991455,6.183004379272461
287,-7.3265275955200195,3.4868693351745605
288,-8.375816345214844,1.5961110591888428
289,-8.028597831726074,2.102280616760254
290,-7.2940144538879395,8.477869033813477
291,-8.089977264404297,0.7575156688690186
292,-7.502120494842529,0.16427139937877655
293,-7.791909694671631,3.0170774459838867
294,-7.747963905334473,5.63773250579834
295,-7.239603042602539,2.5373337268829346
296,-7.892096042633057,2.584174871444702
297,-7.787652492523193,8.816322326660156
298,-7.547972202301025,2.01711368560791
299,-8.133960723876953,-1.5404884815216064
300,-8.428631782531738,1.917097568511963
301,-8.234369277954102,3.8080005645751953
302,-7.1464715003967285,4.41005277633667
303,-8.442277908325195,3.82332181930542
304,-7.557648181915283,8.467571258544922
305,-8.142111778259277,1.1166820526123047
306,-8.601210594177246,1.7021472454071045
307,-7.513646125793457,3.496894121170044
308,-7.9937005043029785,0.8822789192199707
309,-8.669133186340332,3.220557451248169
310,-7.602895259857178,2.6838419437408447
311,-7.6991868019104,0.9582261443138123
312,-8.752685546875,2.2804012298583984
313,-7.733234882354736,2.9960079193115234
314,-7.602799415588379,1.9070520401000977
315,-7.184529781341553,2.375765800476074
316,-7.202436447143555,6.064342021942139
317,-6.761541843414307,0.5789937973022461
318,-7.990334510803223,1.45316481590271
319,-8.869945526123047,-6.8688740730285645
320,-7.480651378631592,-3.6611359119415283
321,-7.168574810028076,-2.6486854553222656
322,-9.015290260314941,-3.7944774627685547
323,-8.410394668579102,0.9351341724395752
324,-7.559886455535889,-1.6864569187164307
325,-9.00270938873291,3.8536596298217773
326,-8.31096363067627,-0.6121656894683838
327,-7.8667097091674805,-2.748640537261963
328,-7.919124126434326,-0.9810875058174133
329,-8.217041015625,-3.294917106628418
330,-8.591532707214355,1.5235038995742798
331,-7.8724822998046875,-5.121423721313477
332,-7.337035655975342,-5.743619441986084
333,-7.963494777679443,-6.161052703857422
334,-8.317986488342285,-3.195897102355957
335,-8.895861625671387,-2.7313883304595947
336,-8.024303436279297,-1.9918413162231445
337,-7.49623441696167,0.4012296497821808
338,-8.121017456054688,3.2062268257141113
339,-8.283889770507812,0.14470818638801575
340,-7.5103535652160645,-4.202479362487793
341,-7.38439416885376,-0.02884446084499359
342,-8.084447860717773,-4.289579391479492
343,-7.664204120635986,-0.437252402305603
344,-8.096139907836914,1.0310157537460327
345,-7.3922119140625,-0.7949451208114624
346,-7.980071067810059,-3.3894309997558594
347,-7.360555648803711,-4.932933330535889
348,-8.041646003723145,-2.988039970397949
349,-7.739551544189453,-6.445524215698242
350,-7.844127655029297,-5.412391185760498
351,-7.639856815338135,-1.6447168588638306
352,-7.762094497680664,-3.3519206047058105
353,-7.8498735427856445,-2.578326940536499
354,-7.725811004638672,-4.36528205871582
355,-7.861043453216553,-6.411493301391602
356,-8.001168251037598,-11.143877983093262
357,-7.6970319747924805,-1.3565139770507812
358,-8.004745483398438,-3.034134864807129
359,-7.610320568084717,-4.389035224914551
360,-8.357514381408691,-0.9888167977333069
361,-8.03575325012207,-0.8970962762832642
362,-7.972981929779053,-9.436890602111816
363,-7.758245468139648,-5.318521499633789
364,-7.73396635055542,-5.880625247955322
365,-7.167293548583984,-4.26646089553833
366,-7.113020896911621,-7.222141265869141
367,-7.663352012634277,0.3548198342323303
368,-8.462871551513672,-5.744001388549805
369,-7.261660099029541,-3.9482486248016357
370,-7.771381378173828,-4.306146621704102
371,-8.042685508728027,-7.568501949310303
372,-8.004039764404297,-8.008613586425781
373,-7.354806423187256,-5.406272888183594
374,-7.610645294189453,-4.337277412414551
375,-7.68499755859375,-5.5646233558654785
376,-8.001526832580566,-3.1108577251434326
377,-7.608320713043213,-3.927995204925537
378,-7.870572566986084,-2.336470365524292
379,-7.270926475524902,-5.154529571533203
380,-7.26556396484375,-13.498276710510254
381,-8.162322044372559,-9.216559410095215
382,-7.4939351081848145,-10.99571418762207
383,-7.375202178955078,-11.34347915649414
384,-7.697873115539551,-4.609321594238281
385,-7.1991472244262695,-10.608379364013672
386,-7.448803424835205,-1.042768955230713
387,-7.96170711517334,-8.061266899108887
388,-7.6729559898376465,-2.4899423122406006
389,-7.564995765686035,-8.80567455291748
390,-6.9414777755737305,-10.297966957092285
391,-7.144277572631836,-7.485136032104492
392,-7.126583576202393,-8.936503410339355
393,-7.697560787200928,-7.390223026275635
394,-6.791980743408203,-10.045358657836914
395,-7.214216232299805,-8.282247543334961
396,-8.161718368530273,-7.792660713195801
397,-7.574869632720947,-11.904203414916992
398,-7.580838203430176,-10.306187629699707
399,-6.8543219566345215,-9.645858764648438
400,-6.865385055541992,-9.412131309509277
401,-7.148972034454346,-13.25711727142334
402,-7.462067127227783,-8.62219524383545
403,-7.416738986968994,-13.13768196105957
404,-7.12476921081543,-3.6899170875549316
405,-7.182795524597168,-7.038042068481445
406,-7.110609531402588,-11.737974166870117
407,-7.217213153839111,-13.076927185058594
408,-6.979582786560059,-15.230199813842773
409,-7.483111381530762,-13.66535472869873
410,-6.750782012939453,-10.886007308959961
411,-6.645792484283447,-6.144976615905762
412,-6.468113422393799,-13.015925407409668
413,-7.2076945304870605,-12.828829765319824
414,-7.384641170501709,-15.706900596618652
415,-6.837156295776367,-10.173423767089844
416,-7.698794841766357,-15.417217254638672
417,-7.263796329498291,-14.243738174438477
418,-6.640383720397949,-8.99296760559082
419,-7.429941177368164,-13.30732536315918
420,-7.321870803833008,-14.784527778625488
421,-7.187864780426025,-14.50696849822998
422,-7.176795482635498,-13.63349437713623
423,-7.2235565185546875,-7.275317668914795
424,-7.279669761657715,-12.984115600585938
425,-6.674456596374512,-15.128268241882324
426,-7.086438179016113,-13.606266021728516
427,-7.138973236083984,-10.620903968811035
428,-7.556582450866699,-11.553011894226074
429,-7.165471076965332,-14.00051212310791
430,-7.366891860961914,-11.7871675491333
431,-7.007483005523682,-13.022652626037598
432,-7.279372215270996,-17.302837371826172
433,-6.192180156707764,-13.946128845214844
434,-6.495813369750977,-13.824030876159668
435,-7.192755222320557,-14.156615257263184
436,-6.389795780181885,-12.436848640441895
437,-7.1426568031311035,-11.364823341369629
438,-6.445700645446777,-11.909219741821289
439,-6.4964070320129395,-12.455082893371582
440,-6.824691295623779,-13.382153511047363
441,-7.920777320861816,-16.353416442871094
442,-6.824979782104492,-18.186847686767578
443,-7.2177910804748535,-19.24087142944336
444,-6.774872303009033,-13.592107772827148
445,-6.250146865844727,-11.881447792053223
446,-7.072018623352051,-12.378436088562012
447,-7.385972023010254,-13.598114013671875
448,-6.579042434692383,-19.395456314086914
449,-6.801267623901367,-17.546443939208984
450,-6.5739874839782715,-14.09575366973877
451,-6.576113224029541,-19.556791305541992
452,-6.63516092300415,-17.220306396484375
453,-6.845978260040283,-9.885327339172363
454,-6.574402809143066,-12.752432823181152
455,-6.796395301818848,-17.00053596496582
456,-7.3149800300598145,-19.72743797302246
457,-7.2392144203186035,-12.760363578796387
458,-6.200530529022217,-15.018455505371094
459,-7.058544635772705,-17.028545379638672
460,-6.9142889976501465,-9.339317321777344
461,-6.848433494567871,-16.947711944580078
462,-6.628323554992676,-16.259414672851562
463,-7.298662185668945,-19.01788330078125
464,-6.599821090698242,-16.21637725830078
465,-6.503303527832031,-15.9421968460083
466,-6.230892181396484,-7.72816801071167
467,-6.616919040679932,-10.763317108154297
468,-6.504180908203125,-16.382858276367188
469,-7.891465187072754,-19.801395416259766
470,-7.0756635665893555,-14.655569076538086
471,-6.42088508605957,-13.291193008422852
472,-7.252004623413086,-18.20921516418457
473,-7.3148651123046875,-13.54296588897705
474,-6.12978982925415,-11.656972885131836
475,-6.525274753570557,-18.112682342529297
476,-7.2125139236450195,-16.151649475097656
477,-6.902352809906006,-15.13762092590332
478,-6.272473335266113,-12.569796562194824
479,-6.801047325134277,-15.71158218383789
480,-6.898650646209717,-14.960552215576172
481,-6.958176136016846,-17.757970809936523
482,-6.6076979637146,-10.608155250549316
483,-6.37868070602417,-14.224915504455566
484,-6.464102745056152,-13.374823570251465
485,-6.5898942947387695,-14.118427276611328
486,-7.0733137130737305,-14.047945022583008
487,-6.616203784942627,-15.758766174316406
488,-6.524866104125977,-17.907791137695312
489,-6.191063404083252,-16.303646087646484
490,-7.041771411895752,-13.10020637512207
491,-6.673105239868164,-13.374791145324707
492,-5.677393913269043,-14.361851692199707
493,-6.398434162139893,-18.9737548828125
494,-6.3730669021606445,-20.896997451782227
495,-6.2594828605651855,-16.97156524658203
496,-6.56533670425415,-21.430374145507812
497,-6.308707237243652,-17.467988967895508
498,-6.806845188140869,-15.747758865356445
499,-6.570223808288574,-20.791860580444336
500,-6.00924825668335,-11.029611587524414
501,-7.278892993927002,-19.28902244567871
502,-6.13077449798584,-12.722460746765137
503,-6.420402526855469,-18.513002395629883
504,-6.0928144454956055,-9.865179061889648
505,-6.420760154724121,-15.999834060668945
506,-6.171606063842773,-15.960222244262695
507,-5.472709655761719,-11.899201393127441
508,-6.983659267425537,-17.518383026123047
509,-6.866893291473389,-18.257450103759766
510,-5.612433433532715,-14.23039436340332
511,-5.996382713317871,-15.570210456848145
512,-6.385412216186523,-15.61587905883789
513,-5.864175319671631,-12.967689514160156
514,-5.509816646575928,-12.099969863891602
515,-6.492461681365967,-13.099803924560547
516,-6.3955979347229,-16.57416343688965
517,-6.2441911697387695,-20.779523849487305
518,-6.051874160766602,-20.184452056884766
519,-6.774425506591797,-18.795364379882812
520,-6.423999309539795,-14.9214506149292
521,-5.905039310455322,-18.55596923828125
522,-5.826211452484131,-10.317964553833008
523,-7.687808036804199,-19.889053344726562
524,-8.175207138061523,-17.23235511779785
525,-6.761504650115967,-17.423797607421875
526,-6.410109519958496,-10.594202041625977
527,-6.079896450042725,-11.602741241455078
528,-6.2066969871521,-15.421022415161133
529,-5.708855152130127,-12.294638633728027
530,-5.852906227111816,-12.870359420776367
531,-5.840342044830322,-15.94249153137207
532,-6.211337566375732,-16.20682144165039
533,-5.948675632476807,-11.878005981445312
534,-6.183320999145508,-17.148998260498047
535,-5.975093841552734,-12.396357536315918
536,-5.897187232971191,-15.988800048828125
537,-5.496598243713379,-16.446102142333984
538,-6.147950172424316,-14.843436241149902
539,-5.966937065124512,-18.260347366333008
540,-5.8831257820129395,-13.249185562133789
541,-6.59962797164917,-16.706790924072266
542,-6.219048023223877,-17.40235710144043
543,-5.885168075561523,-13.429868698120117
544,-6.160250663757324,-12.602001190185547
545,-6.406826972961426,-16.51260757446289
546,-6.1354570388793945,-13.086273193359375
547,-5.926117897033691,-8.231164932250977
548,-5.9621357917785645,-17.978567123413086
549,-6.097543239593506,-17.93929100036621
550,-6.460676193237305,-15.516286849975586
551,-5.73189640045166,-15.581841468811035
552,-6.014287948608398,-14.568990707397461
553,-6.192465782165527,-17.071247100830078
554,-5.816763877868652,-16.868078231811523
555,-6.443480968475342,-6.423244953155518
556,-5.708991050720215,-13.823290824890137
557,-5.696911334991455,-16.90236473083496
558,-5.465786457061768,-14.465446472167969
559,-4.950102806091309,-13.986048698425293
560,-5.673269271850586,-13.050048828125
561,-5.93021821975708,-17.165788650512695
562,-5.590705871582031,-15.36732292175293
563,-5.993648052215576,-11.467342376708984
564,-5.974054336547852,-4.029046058654785
565,-5.566439628601074,-6.728187084197998
566,-5.572564601898193,-15.98986530303955
567,-6.7060546875,-21.56138038635254
568,-5.365689754486084,-12.97018814086914
569,-5.8889570236206055,-12.629983901977539
570,-6.0199689865112305,-4.097221851348877
571,-6.158777713775635,-17.195026397705078
572,-5.631624221801758,-12.176605224609375
573,-4.978940963745117,-13.486647605895996
574,-5.711669921875,-11.796239852905273
575,-6.051431179046631,-14.16500186920166
576,-5.542103290557861,-9.610755920410156
577,-6.105658531188965,-20.660768508911133
578,-5.670572280883789,-13.045419692993164
579,-5.775275707244873,-10.924844741821289
580,-5.6133575439453125,-16.49398422241211
581,-5.864564895629883,-10.789827346801758
582,-5.825925350189209,-12.769279479980469
583,-5.456615924835205,-6.267813682556152
584,-8.316322326660156,-22.293838500976562
585,-5.390537738800049,-13.079061508178711
586,-6.418280601501465,-15.555521011352539
587,-4.886055946350098,-11.02653694152832
588,-5.703114032745361,-8.616168975830078
589,-6.000170707702637,-10.04219913482666
590,-5.68751859664917,-14.859261512756348
591,-5.87546443939209,-14.311845779418945
592,-6.403404712677002,-12.372442245483398
593,-6.1347527503967285,-5.36391019821167
594,-5.059195041656494,-16.080547332763672
595,-5.148399353027344,-13.149247169494629
596,-5.592720031738281,-15.769978523254395
597,-5.225259780883789,-11.506982803344727
598,-6.8001298904418945,-15.921428680419922
599,-6.0232133865356445,-19.696298599243164
600,-5.888793468475342,-12.110236167907715
601,-5.82003927230835,-10.16357135772705
602,-5.140185356140137,-13.168277740478516
603,-5.469679832458496,-10.096820831298828
604,-5.252535343170166,-6.436916828155518
605,-5.57984733581543,-11.345847129821777
606,-5.714529037475586,-16.323410034179688
607,-5.126311302185059,-11.498427391052246
608,-5.7715325355529785,-17.769088745117188
609,-5.637744426727295,-13.284698486328125
610,-5.242940902709961,-12.245862007141113
611,-5.2252936363220215,-11.747819900512695
612,-5.336727142333984,-12.907097816467285
613,-6.123283863067627,-16.226945877075195
614,-5.3848490715026855,-13.748875617980957
615,-5.891271114349365,-5.364470958709717
616,-5.422532081604004,-11.121232032775879
617,-5.695265293121338,-14.385697364807129
618,-5.1634440422058105,-14.45389461517334
619,-5.310361385345459,-11.54730224609375
620,-5.319077014923096,-16.444108963012695
621,-4.831567764282227,-11.385271072387695
622,-5.229727745056152,-10.675250053405762
623,-5.698692321777344,-14.629626274108887
624,-5.176438808441162,-19.237836837768555
625,-4.870434761047363,-17.634456634521484
626,-5.374587059020996,-15.562227249145508
627,-5.143671035766602,-14.776105880737305
628,-5.117180347442627,-15.490415573120117
629,-4.8767008781433105,-14.853452682495117
630,-6.168375492095947,-18.582714080810547
631,-5.122337341308594,-14.213973999023438
632,-6.295626163482666,-16.718669891357422
633,-5.599794387817383,-14.365433692932129
634,-5.121211051940918,-9.328211784362793
635,-5.1507463455200195,-10.518363952636719
636,-4.894470691680908,-14.593992233276367
637,-5.60017204284668,-11.50931167602539
638,-5.131686687469482,-14.897786140441895
639,-5.720763206481934,-18.331600189208984
640,-5.812857151031494,-14.14041805267334
641,-5.29575777053833,-8.563140869140625
642,-4.767987251281738,-9.572364807128906
643,-6.136706829071045,-6.621748447418213
644,-5.525404453277588,-8.96157455444336
645,-4.710125923156738,-4.220639705657959
646,-5.441469669342041,-17.480060577392578
647,-5.3719801902771,-15.300446510314941
648,-5.489558219909668,-12.825154304504395
649,-5.193156719207764,-9.76574993133545
650,-5.182578086853027,-8.695425987243652
651,-4.876518726348877,-4.423773765563965
652,-5.224552631378174,-11.389702796936035
653,-4.85504150390625,-11.872740745544434
654,-4.911790370941162,-13.809161186218262
655,-5.052599906921387,-12.358186721801758
656,-5.355766773223877,-17.22779655456543
657,-4.714493751525879,-7.149218559265137
658,-5.427295207977295,-11.79649543762207
659,-5.692127704620361,-11.289997100830078
660,-5.238076686859131,-11.935665130615234
661,-4.961362838745117,-9.598851203918457
662,-5.05576229095459,-11.363964080810547
663,-5.226799011230469,-9.855541229248047
664,-5.151680946350098,-12.72916030883789
665,-5.733353614807129,-8.837935447692871
666,-5.096020698547363,-4.853189945220947
667,-5.159374237060547,-3.0467710494995117
668,-5.048655986785889,-8.18772029876709
669,-4.811844348907471,-7.970278739929199
670,-4.507325649261475,-8.558714866638184
671,-5.7329535484313965,-11.72850227355957
672,-4.815662860870361,-11.782132148742676
673,-4.669498920440674,-9.665298461914062
674,-4.968727111816406,-11.109829902648926
675,-4.679428577423096,-8.701904296875
676,-5.11578893661499,1.8049135208129883
677,-4.980940818786621,-7.748381614685059
678,-6.004245758056641,-11.84700870513916
679,-5.377048492431641,-10.346973419189453
680,-5.193302631378174,-9.143865585327148
681,-5.346182823181152,-8.691146850585938
682,-4.962090492248535,0.9599942564964294
683,-4.656027793884277,-7.033372402191162
684,-4.687900543212891,-7.390742301940918
685,-4.423671245574951,-13.832335472106934
686,-5.120807647705078,-15.70730972290039
687,-4.853263854980469,-10.691665649414062
688,-5.644847869873047,-13.45943832397461
689,-4.606504917144775,-6.63584566116333
690,-4.221184730529785,-4.830478668212891
691,-4.936740398406982,-6.073604106903076
692,-4.713839530944824,-10.046714782714844
693,-4.90808629989624,-8.228084564208984
694,-4.749166965484619,-5.955204486846924
695,-4.87336540222168,-3.798769474029541
696,-5.1185736656188965,-7.433465957641602
